kind,qualified_name,signature,source_anchor,visibility,summary,inputs_outputs,side_effects,dependencies,development_relevance,evidence_status,review_status
method,pandapower.control.controller.DERController.der_control.DERController.__init__,"(self, net, element_index, element='sgen', q_model=None, pqv_area=None, saturate_sn_mva=np.nan, q_prio=True, damping_coef=2, max_p_error=1e-06, max_q_error=1e-06, pq_simultaneity_factor=1.0, f_sizing=1.0, data_source=None, p_profile=None, profile_from_name=False, profile_scale=1.0, in_service=True, ts_absolute=True, order=0, level=0, drop_same_existing_ctrl=False, matching_params=None, **kwargs)",pandapower/control/controller/DERController/der_control.py#L91,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController.__init__ 的实现与调用链确认。,"输入：net, element_index, element, q_model, pqv_area, saturate_sn_mva, q_prio, damping_coef, max_p_error, max_q_error, pq_simultaneity_factor, f_sizing, data_source, p_profile, profile_from_name, profile_scale, in_service, ts_absolute, order, level, drop_same_existing_ctrl, matching_params, **kwargs；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,list；__init__；np.array；isinstance；self.set_p_profile；ensure_iterability；sum；logger.error；any；ValueError；logger.warning；super；len；self.sn_mva.isnull；type,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController.__str__,(self),pandapower/control/controller/DERController/der_control.py#L238,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController.__str__ 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,len,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController._determine_target_powers,"(self, net)",pandapower/control/controller/DERController/der_control.py#L159,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController._determine_target_powers 的实现与调用链确认。,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,set_axis；getattr；np.any；self._step_p；self._step_q；logger.info；self._saturate,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController._saturate,"(self, p_pu, q_pu, vm_pu)",pandapower/control/controller/DERController/der_control.py#L198,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController._saturate 的实现与调用链确认。,"输入：p_pu, q_pu, vm_pu；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,self.pqv_area.in_area；self._saturate_sn_mva_step；all；self.pqv_area.q_flexibility；np.minimum；np.maximum,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController._saturate_sn_mva_step,"(self, p_pu, q_pu, vm_pu)",pandapower/control/controller/DERController/der_control.py#L214,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController._saturate_sn_mva_step 的实现与调用链确认。,"输入：p_pu, q_pu, vm_pu；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,any；np.clip；np.sqrt；logger.warning；np.sign；isinstance,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController._step_p,"(self, p_series_mw=None)",pandapower/control/controller/DERController/der_control.py#L185,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController._step_p 的实现与调用链确认。,输入：p_series_mw；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController._step_q,"(self, p_series_mw=None, q_series_mvar=None, vm_pu=None)",pandapower/control/controller/DERController/der_control.py#L188,private,Q priority: Q setpoint > Q model > Q series,"输入：p_series_mw, q_series_mvar, vm_pu；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,self.q_model.step；Exception,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController.control_step,"(self, net)",pandapower/control/controller/DERController/der_control.py#L150,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController.control_step 的实现与调用链确认。,输入：net；输出：返回值未注解,存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,self.write_to_net；self._determine_target_powers；vars,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController.is_converged,"(self, net)",pandapower/control/controller/DERController/der_control.py#L143,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController.is_converged 的实现与调用链确认。,输入：net；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,self._determine_target_powers；np.allclose,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.DERController.der_control.DERController.time_step,"(self, net, time)",pandapower/control/controller/DERController/der_control.py#L135,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control.DERController.time_step 的实现与调用链确认。,"输入：net, time；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,self.read_profiles,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
function,pandapower.control.controller.DERController.der_control_plot._plot_pq_area,"(min_max_q, title=None, ax=None, saturate_sn_pu: float=np.nan, circle_segment=90, p_samples=None, tex=False)",pandapower/control/controller/DERController/der_control_plot.py#L23,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control_plot._plot_pq_area 的实现与调用链确认。,"输入：min_max_q, title, ax, saturate_sn_pu, circle_segment, p_samples, tex；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,ax.plot；ax.set_xlabel；ax.set_ylabel；ax.legend；ax.grid；ax.set_ylim；ax.fill_betweenx；plt.tight_layout；np.linspace；plt.figure；plt.gca；ax.set_title；p_samples.min；p_samples.max；np.isnan；generate_circle_segment,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
function,pandapower.control.controller.DERController.der_control_plot.generate_circle_segment,"(center_x, center_y, radius, start, stop, step)",pandapower/control/controller/DERController/der_control_plot.py#L100,public,"generates coordinates for a semicircle, centered at center_x, center_y generates x and y coordinates for a segment of a circle, centered at center_x, center_y. The segment (start, stop, step) is given in degree. Which degree means which direction? 0: ""east"", 90: ""north"", 180: ""west"", 270: ""south""","输入：center_x, center_y, radius, start, stop, step；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,np.array；np.radians；np.arange；np.cos；np.sin,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
function,pandapower.control.controller.DERController.der_control_plot.plot_pq_area,"(pq_area, **kwargs)",pandapower/control/controller/DERController/der_control_plot.py#L10,public,Assumption: there is no q restriction at vm = 1 pu,"输入：pq_area, **kwargs；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,kwargs.pop；pq_area.q_flexibility；_plot_pq_area；np.linspace,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
function,pandapower.control.controller.DERController.der_control_plot.plot_qv_area,"(qv_area, title=None, ax=None, prune_to_flexibility=False, vm_samples=None, tex=False)",pandapower/control/controller/DERController/der_control_plot.py#L63,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.DERController.der_control_plot.plot_qv_area 的实现与调用链确认。,"输入：qv_area, title, ax, prune_to_flexibility, vm_samples, tex；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,qv_area.q_flexibility；ax.plot；ax.set_xlabel；ax.set_ylabel；ax.legend；ax.grid；ax.fill_between；plt.tight_layout；np.linspace；plt.figure；plt.gca；ax.set_title；min；max；np.arange；np.isclose,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
class,pandapower.control.controller.characteristic_control.CharacteristicControl,class(Controller),pandapower/control/controller/characteristic_control.py#L11,public,"Controller that adjusts a certain parameter of an element in pandapower net based on a specified input parameter in pandapower net, according to a provided characteristic. The characteristic is specified by the index in the ``net.characteristic table``. Example: change the tap position of the transformers (``net.trafo.tap_pos``) based on transformer loading (``net.res_trafo.loading_percent``) according to a specified linear relationship. To this end, the input element is ``res_trafo``, the input variable is ``loading_percent``, the output element is ``trafo`` and the output variable is ``tap_pos``. The relationship between the values of the input and output variables is specified using the Characteristic class (or a scipy interpolator, e.g. ``scipy.interpolate.interp1d``).",输入：构造参数由 __init__ 或工厂函数定义；输出：类实例,存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,__init__；_detect_read_write_flag；read_from_net；write_to_net；np.all；__str__；super；np.abs,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.characteristic_control.CharacteristicControl.__init__,"(self, net, output_element, output_variable, output_element_index, input_element, input_variable, input_element_index, characteristic_index, tol=0.001, in_service=True, order=0, level=0, drop_same_existing_ctrl=False, matching_params=None, **kwargs)",pandapower/control/controller/characteristic_control.py#L41,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.characteristic_control.CharacteristicControl.__init__ 的实现与调用链确认。,"输入：net, output_element, output_variable, output_element_index, input_element, input_variable, input_element_index, characteristic_index, tol, in_service, order, level, drop_same_existing_ctrl, matching_params, **kwargs；输出：返回值未注解",存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,__init__；_detect_read_write_flag；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.characteristic_control.CharacteristicControl.__str__,(self),pandapower/control/controller/characteristic_control.py#L96,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.characteristic_control.CharacteristicControl.__str__ 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,__str__；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.characteristic_control.CharacteristicControl.control_step,"(self, net)",pandapower/control/controller/characteristic_control.py#L90,public,Set applied to true to make sure it runs at least once,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.characteristic_control.CharacteristicControl.initialize_control,"(self, net)",pandapower/control/controller/characteristic_control.py#L64,public,At the beginning of each run_control call reset applied-flag,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.characteristic_control.CharacteristicControl.is_converged,"(self, net)",pandapower/control/controller/characteristic_control.py#L71,public,"Actual implementation of the convergence criteria: If controller is applied, it can stop",输入：net；输出：返回值未注解,存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,read_from_net；write_to_net；np.all；np.abs,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
class,pandapower.control.controller.const_control.ConstControl,class(Controller),pandapower/control/controller/const_control.py#L14,public,"Class representing a generic time series controller for a specified element and variable. Control strategy: ""No Control"" -> updates values of specified elements according to timeseries input data. If ConstControl is used without timeseries input data, it will reset the controlled values to the initial values, preserving the initial net state. The timeseries values are written to net during time_step before the initial powerflow run and before other controllers' control_step. It is possible to set attributes of objects that are contained in a net table, e.g. attributes of other controllers. This can be helpful e.g. if a voltage setpoint of a transformer tap changer depends on the time step. An attribute of an object in the ""object"" column of a table (e.g. net.controller[""object""] -> net.controller.object.at[0, ""vm_set_pu""] can be set if the attribute is specified as ""object.attribute"" (e.g. ""object.vm_set_pu"").",输入：构造参数由 __init__ 或工厂函数定义；输出：类实例,存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,__init__；kwargs.items；_detect_read_write_flag；self.set_recycle；dict；setattr；any；self.data_source.get_time_step_value；write_to_net；__str__；super；list；recycle.values,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.const_control.ConstControl.__init__,"(self, net, element, variable, element_index, profile_name=None, data_source=None, scale_factor=1.0, in_service=True, recycle=True, order=-1, level=-1, drop_same_existing_ctrl=False, matching_params=None, initial_run=False, **kwargs)",pandapower/control/controller/const_control.py#L46,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.const_control.ConstControl.__init__ 的实现与调用链确认。,"输入：net, element, variable, element_index, profile_name, data_source, scale_factor, in_service, recycle, order, level, drop_same_existing_ctrl, matching_params, initial_run, **kwargs；输出：返回值未注解",存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,__init__；kwargs.items；_detect_read_write_flag；self.set_recycle；setattr；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.const_control.ConstControl.__str__,(self),pandapower/control/controller/const_control.py#L129,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.const_control.ConstControl.__str__ 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,__str__；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.const_control.ConstControl.control_step,"(self, net)",pandapower/control/controller/const_control.py#L122,public,"Set applied to True, which means that the values set in time_step have been included in the load flow calculation.",输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.const_control.ConstControl.is_converged,"(self, net)",pandapower/control/controller/const_control.py#L116,public,"Actual implementation of the convergence criteria: If controller is applied, it can stop",输入：net；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.const_control.ConstControl.set_recycle,"(self, net)",pandapower/control/controller/const_control.py#L76,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.const_control.ConstControl.set_recycle 的实现与调用链确认。,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,dict；any；list；recycle.values,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.const_control.ConstControl.time_step,"(self, net, time)",pandapower/control/controller/const_control.py#L97,public,"Get the values of the element from data source Write to pandapower net by calling write_to_net() If ConstControl is used without a data_source, it will reset the controlled values to the initial values, preserving the initial net state.","输入：net, time；输出：返回值未注解",存在文件或序列化读写调用；具体路径和覆盖行为需按调用场景复核,self.data_source.get_time_step_value；write_to_net,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
class,pandapower.control.controller.dmr_control.DmrControl,class(Controller),pandapower/control/controller/dmr_control.py#L13,public,"Class to calculate dmr currents. It will take the i_ka from the dc_plus_line, subtract the i_ka from the dc_minus_line and write the result in the dmr_line. This is a workaround since pp is not able to calculate the dmr current out-of-the-box.",输入：构造参数由 __init__ 或工厂函数定义；输出：类实例,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；np.abs；np.all；ValueError；__str__；super；net.line_dc.index.isin,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.dmr_control.DmrControl.__init__,"(self, net: pandapowerNet, dmr_line: int, dc_plus_line: int, dc_minus_line: int, in_service=True, order=0, level=0, drop_same_existing_ctrl=False, matching_params=None, **kwargs)",pandapower/control/controller/dmr_control.py#L19,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.dmr_control.DmrControl.__init__ 的实现与调用链确认。,"输入：net, dmr_line, dc_plus_line, dc_minus_line, in_service, order, level, drop_same_existing_ctrl, matching_params, **kwargs；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；np.all；ValueError；super；net.line_dc.index.isin,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.dmr_control.DmrControl.__str__,(self),pandapower/control/controller/dmr_control.py#L66,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.dmr_control.DmrControl.__str__ 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,__str__；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.dmr_control.DmrControl.finalize_control,"(self, net)",pandapower/control/controller/dmr_control.py#L45,public,"Set applied to True, which means that the values set in time_step have been included in the load flow calculation.",输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,np.abs,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.dmr_control.DmrControl.is_converged,"(self, net)",pandapower/control/controller/dmr_control.py#L38,public,"Actual implementation of the convergence criteria: If controller is applied, it can stop",输入：net；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
class,pandapower.control.controller.pq_control.PQController,class(ConstControl),pandapower/control/controller/pq_control.py#L16,public,"Parent class of all Controllers designed to control P and/or Q of an PQ-element. Can be used for loads, shunts and sgen. NOT applicable for gens. Contains general initialization and functions for getting and setting values from/to the data-structure. Furthermore it contains the convergence check in respect to the criteria it was created with.",输入：构造参数由 __init__ 或工厂函数定义；输出：类实例,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；self.set_recycle；__repr__；self.calc_curtailment；any；ljust；locals；exec；str；sum；logger.warning；np.sqrt；np.min；logger.debug；len；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.__init__,"(self, net, element_index, element='sgen', max_p_error=0.0001, max_q_error=0.0001, pq_simultaneity_factor=1.0, converter_sizing_pu=1.0, data_source=None, profile_scale=1.0, in_service=True, ts_absolute=True, order=0, level=0, **kwargs)",pandapower/control/controller/pq_control.py#L55,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.__init__ 的实现与调用链确认。,"输入：net, element_index, element, max_p_error, max_q_error, pq_simultaneity_factor, converter_sizing_pu, data_source, profile_scale, in_service, ts_absolute, order, level, **kwargs；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；self.set_recycle；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.__repr__,(self),pandapower/control/controller/pq_control.py#L115,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.__repr__ 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__repr__；ljust；locals；exec；str；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.__str__,(self),pandapower/control/controller/pq_control.py#L219,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.__str__ 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,len,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.calc_curtailment,(self),pandapower/control/controller/pq_control.py#L168,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.calc_curtailment 的实现与调用链确认。,输入：无显式输入；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,logger.error,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.finalize_control,"(self, net)",pandapower/control/controller/pq_control.py#L165,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.finalize_control 的实现与调用链确认。,输入：net；输出：返回值未注解,静态扫描未确认外部副作用；运行态副作用仍需在 PoC 中复核,self.calc_curtailment,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.initialize_control,"(self, net)",pandapower/control/controller/pq_control.py#L212,public,Reading the actual P and Q state from the respective [self.element] in the net,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.limit_to_inverter_sizing,"(self, p_mw, q_mvar)",pandapower/control/controller/pq_control.py#L176,public,Returns the limited P and Q values in respect to the SGENs inverter sizing,"输入：p_mw, q_mvar；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,any；sum；logger.warning；np.sqrt；np.min；logger.debug；self.sn_mva.isnull；np.isnan,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.read_profiles,"(self, time)",pandapower/control/controller/pq_control.py#L130,public,Reads new data if a DataSource and profiles have been set. The simultaneity factor pq_simultaneity_factor is being applied directly to the value retrieved from the DataSource. self.profile_scale in turn is being passed to get_time_step_value() and applied by the DataSource.,输入：time；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,any；self.data_source.get_time_step_value；logger.error；self.sn_mva.isnull,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.set_p_profile,"(self, p_profile, profile_from_name)",pandapower/control/controller/pq_control.py#L97,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.set_p_profile 的实现与调用链确认。,"输入：p_profile, profile_from_name；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,logger.warning,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.set_q_profile,"(self, q_profile, profile_from_name)",pandapower/control/controller/pq_control.py#L106,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.set_q_profile 的实现与调用链确认。,"输入：q_profile, profile_from_name；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,logger.warning,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.pq_control.PQController.write_to_net,"(self, net)",pandapower/control/controller/pq_control.py#L160,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.pq_control.PQController.write_to_net 的实现与调用链确认。,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
class,pandapower.control.controller.shunt_control.DiscreteShuntController,class(ShuntController),pandapower/control/controller/shunt_control.py#L66,public,Discrete Shunt Controller that controls the shunt steps in a discrete manner to regulate the voltage at a specific bus. This controller adjusts the active and reactive power of a shunt in steps based on the voltage deviation from a setpoint.,输入：构造参数由 __init__ 或工厂函数定义；输出：类实例,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；np.sign；net.shunt.step.astype；np.clip；abs；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.shunt_control.DiscreteShuntController.__init__,"(self, net, shunt_index, vm_set_pu, bus_index=None, tol=0.001, increment=1, reset_at_init=False, in_service=True, check_step_bounds=True, order=0, level=0, matching_params=None, **kwargs)",pandapower/control/controller/shunt_control.py#L91,private,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.shunt_control.DiscreteShuntController.__init__ 的实现与调用链确认。,"输入：net, shunt_index, vm_set_pu, bus_index, tol, increment, reset_at_init, in_service, check_step_bounds, order, level, matching_params, **kwargs；输出：返回值未注解",可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；net.shunt.step.astype；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.shunt_control.DiscreteShuntController.control_step,"(self, net)",pandapower/control/controller/shunt_control.py#L112,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.shunt_control.DiscreteShuntController.control_step 的实现与调用链确认。,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,np.sign；np.clip,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.shunt_control.DiscreteShuntController.initialize_control,"(self, net)",pandapower/control/controller/shunt_control.py#L107,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.shunt_control.DiscreteShuntController.initialize_control 的实现与调用链确认。,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,静态扫描未发现直接函数调用,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
method,pandapower.control.controller.shunt_control.DiscreteShuntController.is_converged,"(self, net)",pandapower/control/controller/shunt_control.py#L128,public,待人工补充：源码未提供可直接确认的功能说明；需结合 pandapower.control.controller.shunt_control.DiscreteShuntController.is_converged 的实现与调用链确认。,输入：net；输出：返回值未注解,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,abs,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
class,pandapower.control.controller.shunt_control.ShuntController,class(Controller),pandapower/control/controller/shunt_control.py#L7,public,Base Shunt Controller for controlling the steps of a shunt in a power network.,输入：构造参数由 __init__ 或工厂函数定义；输出：类实例,可能修改传入对象、网络表或仿真状态；调用前后状态需由适配器校验,__init__；logging.warning；self.set_active；super,需要适配：可作为新系统数据模型、求解、控制或错误契约的参考,源码确认（静态 AST）,自动生成
